,Unnamed: 0,raceId,driverId,grid,position,constructorId,lap,code,year,name_x,circuitId,AirTemp,Humidity,TrackTemp,WindSpeed,WasRainingDuringRaceAnyTime,diff,name_y,circuitRef,name,tireChange
0,0,841,20,1,1,9,14,VET,2011,Australian Grand Prix,1,,,,,,0,Red Bull,albert_park,Albert Park Grand Prix Circuit,
1,1,841,20,1,1,9,36,VET,2011,Australian Grand Prix,1,,,,,,0,Red Bull,albert_park,Albert Park Grand Prix Circuit,
2,2,841,17,3,5,9,11,WEB,2011,Australian Grand Prix,1,,,,,,-2,Red Bull,albert_park,Albert Park Grand Prix Circuit,
3,3,841,17,3,5,9,26,WEB,2011,Australian Grand Prix,1,,,,,,-2,Red Bull,albert_park,Albert Park Grand Prix Circuit,
4,4,841,17,3,5,9,41,WEB,2011,Australian Grand Prix,1,,,,,,-2,Red Bull,albert_park,Albert Park Grand Prix Circuit,
5,5,860,20,6,2,9,16,VET,2012,Australian Grand Prix,1,,,,,,4,Red Bull,albert_park,Albert Park Grand Prix Circuit,
6,6,860,20,6,2,9,37,VET,2012,Australian Grand Prix,1,,,,,,4,Red Bull,albert_park,Albert Park Grand Prix Circuit,
7,7,860,17,5,4,9,14,WEB,2012,Australian Grand Prix,1,,,,,,1,Red Bull,albert_park,Albert Park Grand Prix Circuit,
8,8,860,17,5,4,9,37,WEB,2012,Australian Grand Prix,1,,,,,,1,Red Bull,albert_park,Albert Park Grand Prix Circuit,
9,9,880,20,1,3,9,7,VET,2013,Australian Grand Prix,1,,,,,,-2,Red Bull,albert_park,Albert Park Grand Prix Circuit,
10,10,880,20,1,3,9,21,VET,2013,Australian Grand Prix,1,,,,,,-2,Red Bull,albert_park,Albert Park Grand Prix Circuit,
11,11,880,20,1,3,9,37,VET,2013,Australian Grand Prix,1,,,,,,-2,Red Bull,albert_park,Albert Park Grand Prix Circuit,
12,12,880,17,2,6,9,5,WEB,2013,Australian Grand Prix,1,,,,,,-4,Red Bull,albert_park,Albert Park Grand Prix Circuit,
13,13,880,17,2,6,9,18,WEB,2013,Australian Grand Prix,1,,,,,,-4,Red Bull,albert_park,Albert Park Grand Prix Circuit,
14,14,880,17,2,6,9,38,WEB,2013,Australian Grand Prix,1,,,,,,-4,Red Bull,albert_park,Albert Park Grand Prix Circuit,
15,15,926,817,6,6,9,23,RIC,2015,Australian Grand Prix,1,,,,,,0,Red Bull,albert_park,Albert Park Grand Prix Circuit,
16,16,948,817,8,4,9,12,RIC,2016,Australian Grand Prix,1,,,,,,4,Red Bull,albert_park,Albert Park Grand Prix Circuit,
17,17,948,817,8,4,9,18,RIC,2016,Australian Grand Prix,1,,,,,,4,Red Bull,albert_park,Albert Park Grand Prix Circuit,
18,18,948,817,8,4,9,42,RIC,2016,Australian Grand Prix,1,,,,,,4,Red Bull,albert_park,Albert Park Grand Prix Circuit,
19,19,969,830,5,5,9,25,VER,2017,Australian Grand Prix,1,,,,,,0,Red Bull,albert_park,Albert Park Grand Prix Circuit,
20,20,989,817,8,4,9,26,RIC,2018,Australian Grand Prix,1,24.1,36.2,38.2,3.0,True,4,Red Bull,albert_park,Albert Park Grand Prix Circuit,SUPERSOFT->SOFT
21,21,989,830,4,6,9,21,VER,2018,Australian Grand Prix,1,24.1,36.2,38.2,3.0,True,-2,Red Bull,albert_park,Albert Park Grand Prix Circuit,SUPERSOFT->SOFT
22,22,1010,830,4,3,9,25,VER,2019,Australian Grand Prix,1,23.2,72.2,42.9,0.9,False,1,Red Bull,albert_park,Albert Park Grand Prix Circuit,SOFT->MEDIUM
23,23,1010,842,17,11,9,37,GAS,2019,Australian Grand Prix,1,23.2,72.2,42.9,0.9,False,6,Red Bull,albert_park,Albert Park Grand Prix Circuit,MEDIUM->SOFT
24,24,841,1,2,2,1,16,HAM,2011,Australian Grand Prix,1,,,,,,0,McLaren,albert_park,Albert Park Grand Prix Circuit,
25,25,841,1,2,2,1,36,HAM,2011,Australian Grand Prix,1,,,,,,0,McLaren,albert_park,Albert Park Grand Prix Circuit,
26,26,841,18,4,6,1,17,BUT,2011,Australian Grand Prix,1,,,,,,-2,McLaren,albert_park,Albert Park Grand Prix Circuit,
27,27,841,18,4,6,1,19,BUT,2011,Australian Grand Prix,1,,,,,,-2,McLaren,albert_park,Albert Park Grand Prix Circuit,
28,28,841,18,4,6,1,37,BUT,2011,Australian Grand Prix,1,,,,,,-2,McLaren,albert_park,Albert Park Grand Prix Circuit,
29,29,860,1,1,3,1,17,HAM,2012,Australian Grand Prix,1,,,,,,-2,McLaren,albert_park,Albert Park Grand Prix Circuit,
30,30,860,1,1,3,1,36,HAM,2012,Australian Grand Prix,1,,,,,,-2,McLaren,albert_park,Albert Park Grand Prix Circuit,
31,31,860,18,2,1,1,16,BUT,2012,Australian Grand Prix,1,,,,,,1,McLaren,albert_park,Albert Park Grand Prix Circuit,
32,32,860,18,2,1,1,36,BUT,2012,Australian Grand Prix,1,,,,,,1,McLaren,albert_park,Albert Park Grand Prix Circuit,
33,33,880,18,10,9,1,4,BUT,2013,Australian Grand Prix,1,,,,,,1,McLaren,albert_park,Albert Park Grand Prix Circuit,
34,34,880,18,10,9,1,20,BUT,2013,Australian Grand Prix,1,,,,,,1,McLaren,albert_park,Albert Park Grand Prix Circuit,
35,35,880,18,10,9,1,37,BUT,2013,Australian Grand Prix,1,,,,,,1,McLaren,albert_park,Albert Park Grand Prix Circuit,
36,36,880,815,15,11,1,16,PER,2013,Australian Grand Prix,1,,,,,,4,McLaren,albert_park,Albert Park Grand Prix Circuit,
37,37,880,815,15,11,1,23,PER,2013,Australian Grand Prix,1,,,,,,4,McLaren,albert_park,Albert Park Grand Prix Circuit,
38,38,880,815,15,11,1,41,PER,2013,Australian Grand Prix,1,,,,,,4,McLaren,albert_park,Albert Park Grand Prix Circuit,
39,39,926,18,16,11,1,27,BUT,2015,Australian Grand Prix,1,,,,,,5,McLaren,albert_park,Albert Park Grand Prix Circuit,
40,40,948,18,12,14,1,15,BUT,2016,Australian Grand Prix,1,,,,,,-2,McLaren,albert_park,Albert Park Grand Prix Circuit,
41,41,948,18,12,14,1,18,BUT,2016,Australian Grand Prix,1,,,,,,-2,McLaren,albert_park,Albert Park Grand Prix Circuit,
42,42,948,18,12,14,1,30,BUT,2016,Australian Grand Prix,1,,,,,,-2,McLaren,albert_park,Albert Park Grand Prix Circuit,
43,43,969,838,18,13,1,9,VAN,2017,Australian Grand Prix,1,,,,,,5,McLaren,albert_park,Albert Park Grand Prix Circuit,
44,44,989,4,10,5,1,26,ALO,2018,Australian Grand Prix,1,24.1,36.2,38.2,3.0,True,5,McLaren,albert_park,Albert Park Grand Prix Circuit,ULTRASOFT->SOFT
45,45,989,838,11,9,1,25,VAN,2018,Australian Grand Prix,1,24.1,36.2,38.2,3.0,True,2,McLaren,albert_park,Albert Park Grand Prix Circuit,ULTRASOFT->SUPERSOFT
46,46,1010,846,8,12,1,15,NOR,2019,Australian Grand Prix,1,23.2,72.2,42.9,0.9,False,-4,McLaren,albert_park,Albert Park Grand Prix Circuit,SOFT->HARD
47,47,900,18,10,3,1,11,BUT,2014,Australian Grand Prix,1,,,,,,7,McLaren,albert_park,Albert Park Grand Prix Circuit,
48,48,900,18,10,3,1,32,BUT,2014,Australian Grand Prix,1,,,,,,7,McLaren,albert_park,Albert Park Grand Prix Circuit,
49,49,900,825,4,2,1,12,MAG,2014,Australian Grand Prix,1,,,,,,2,McLaren,albert_park,Albert Park Grand Prix Circuit,
50,50,900,825,4,2,1,37,MAG,2014,Australian Grand Prix,1,,,,,,2,McLaren,albert_park,Albert Park Grand Prix Circuit,
51,51,841,808,6,3,4,16,PET,2011,Australian Grand Prix,1,,,,,,3,Renault,albert_park,Albert Park Grand Prix Circuit,
52,52,841,808,6,3,4,36,PET,2011,Australian Grand Prix,1,,,,,,3,Renault,albert_park,Albert Park Grand Prix Circuit,
53,53,841,2,18,12,4,15,HEI,2011,Australian Grand Prix,1,,,,,,6,Renault,albert_park,Albert Park Grand Prix Circuit,
54,54,841,2,18,12,4,30,HEI,2011,Australian Grand Prix,1,,,,,,6,Renault,albert_park,Albert Park Grand Prix Circuit,
55,55,948,825,14,12,4,1,MAG,2016,Australian Grand Prix,1,,,,,,2,Renault,albert_park,Albert Park Grand Prix Circuit,
56,56,948,825,14,12,4,16,MAG,2016,Australian Grand Prix,1,,,,,,2,Renault,albert_park,Albert Park Grand Prix Circuit,
57,57,948,825,14,12,4,17,MAG,2016,Australian Grand Prix,1,,,,,,2,Renault,albert_park,Albert Park Grand Prix Circuit,
58,58,948,835,13,11,4,12,PAL,2016,Australian Grand Prix,1,,,,,,2,Renault,albert_park,Albert Park Grand Prix Circuit,
59,59,948,835,13,11,4,18,PAL,2016,Australian Grand Prix,1,,,,,,2,Renault,albert_park,Albert Park Grand Prix Circuit,
60,60,969,807,11,11,4,16,HUL,2017,Australian Grand Prix,1,,,,,,0,Renault,albert_park,Albert Park Grand Prix Circuit,
61,61,969,807,11,11,4,30,HUL,2017,Australian Grand Prix,1,,,,,,0,Renault,albert_park,Albert Park Grand Prix Circuit,
62,62,989,807,7,7,4,24,HUL,2018,Australian Grand Prix,1,24.1,36.2,38.2,3.0,True,0,Renault,albert_park,Albert Park Grand Prix Circuit,ULTRASOFT->SOFT
63,63,989,832,9,10,4,22,SAI,2018,Australian Grand Prix,1,24.1,36.2,38.2,3.0,True,-1,Renault,albert_park,Albert Park Grand Prix Circuit,ULTRASOFT->SOFT
64,64,1010,807,11,7,4,13,HUL,2019,Australian Grand Prix,1,23.2,72.2,42.9,0.9,False,4,Renault,albert_park,Albert Park Grand Prix Circuit,SOFT->HARD
65,65,841,4,5,4,6,12,ALO,2011,Australian Grand Prix,1,,,,,,1,Ferrari,albert_park,Albert Park Grand Prix Circuit,
66,66,841,4,5,4,6,27,ALO,2011,Australian Grand Prix,1,,,,,,1,Ferrari,albert_park,Albert Park Grand Prix Circuit,
67,67,841,4,5,4,6,42,ALO,2011,Australian Grand Prix,1,,,,,,1,Ferrari,albert_park,Albert Park Grand Prix Circuit,
68,68,841,13,8,7,6,13,MAS,2011,Australian Grand Prix,1,,,,,,1,Ferrari,albert_park,Albert Park Grand Prix Circuit,
69,69,841,13,8,7,6,31,MAS,2011,Australian Grand Prix,1,,,,,,1,Ferrari,albert_park,Albert Park Grand Prix Circuit,
70,70,841,13,8,7,6,48,MAS,2011,Australian Grand Prix,1,,,,,,1,Ferrari,albert_park,Albert Park Grand Prix Circuit,
71,71,860,4,12,5,6,13,ALO,2012,Australian Grand Prix,1,,,,,,7,Ferrari,albert_park,Albert Park Grand Prix Circuit,
72,72,860,4,12,5,6,34,ALO,2012,Australian Grand Prix,1,,,,,,7,Ferrari,albert_park,Albert Park Grand Prix Circuit,
73,73,880,4,5,2,6,9,ALO,2013,Australian Grand Prix,1,,,,,,3,Ferrari,albert_park,Albert Park Grand Prix Circuit,
74,74,880,4,5,2,6,20,ALO,2013,Australian Grand Prix,1,,,,,,3,Ferrari,albert_park,Albert Park Grand Prix Circuit,
75,75,880,4,5,2,6,39,ALO,2013,Australian Grand Prix,1,,,,,,3,Ferrari,albert_park,Albert Park Grand Prix Circuit,
76,76,880,13,4,4,6,8,MAS,2013,Australian Grand Prix,1,,,,,,0,Ferrari,albert_park,Albert Park Grand Prix Circuit,
77,77,880,13,4,4,6,23,MAS,2013,Australian Grand Prix,1,,,,,,0,Ferrari,albert_park,Albert Park Grand Prix Circuit,
78,78,880,13,4,4,6,36,MAS,2013,Australian Grand Prix,1,,,,,,0,Ferrari,albert_park,Albert Park Grand Prix Circuit,
79,79,926,20,4,3,6,24,VET,2015,Australian Grand Prix,1,,,,,,1,Ferrari,albert_park,Albert Park Grand Prix Circuit,
80,80,948,20,3,3,6,13,VET,2016,Australian Grand Prix,1,,,,,,0,Ferrari,albert_park,Albert Park Grand Prix Circuit,
81,81,948,20,3,3,6,18,VET,2016,Australian Grand Prix,1,,,,,,0,Ferrari,albert_park,Albert Park Grand Prix Circuit,
82,82,948,20,3,3,6,35,VET,2016,Australian Grand Prix,1,,,,,,0,Ferrari,albert_park,Albert Park Grand Prix Circuit,
83,83,969,20,2,1,6,23,VET,2017,Australian Grand Prix,1,,,,,,1,Ferrari,albert_park,Albert Park Grand Prix Circuit,
84,84,969,8,4,4,6,26,RAI,2017,Australian Grand Prix,1,,,,,,0,Ferrari,albert_park,Albert Park Grand Prix Circuit,
85,85,989,20,3,1,6,26,VET,2018,Australian Grand Prix,1,24.1,36.2,38.2,3.0,True,2,Ferrari,albert_park,Albert Park Grand Prix Circuit,ULTRASOFT->SOFT
86,86,989,8,2,3,6,18,RAI,2018,Australian Grand Prix,1,24.1,36.2,38.2,3.0,True,-1,Ferrari,albert_park,Albert Park Grand Prix Circuit,ULTRASOFT->SOFT
87,87,1010,20,3,4,6,14,VET,2019,Australian Grand Prix,1,23.2,72.2,42.9,0.9,False,-1,Ferrari,albert_park,Albert Park Grand Prix Circuit,SOFT->MEDIUM
88,88,1010,844,5,5,6,28,LEC,2019,Australian Grand Prix,1,23.2,72.2,42.9,0.9,False,0,Ferrari,albert_park,Albert Park Grand Prix Circuit,SOFT->HARD
89,89,900,4,5,4,6,12,ALO,2014,Australian Grand Prix,1,,,,,,1,Ferrari,albert_park,Albert Park Grand Prix Circuit,
90,90,900,4,5,4,6,35,ALO,2014,Australian Grand Prix,1,,,,,,1,Ferrari,albert_park,Albert Park Grand Prix Circuit,
91,91,900,8,11,7,6,12,RAI,2014,Australian Grand Prix,1,,,,,,4,Ferrari,albert_park,Albert Park Grand Prix Circuit,
92,92,900,8,11,7,6,36,RAI,2014,Australian Grand Prix,1,,,,,,4,Ferrari,albert_park,Albert Park Grand Prix Circuit,
93,93,841,67,10,8,5,15,BUE,2011,Australian Grand Prix,1,,,,,,2,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,
94,94,841,67,10,8,5,29,BUE,2011,Australian Grand Prix,1,,,,,,2,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,
95,95,841,153,12,11,5,1,ALG,2011,Australian Grand Prix,1,,,,,,1,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,
96,96,841,153,12,11,5,17,ALG,2011,Australian Grand Prix,1,,,,,,1,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,
97,97,841,153,12,11,5,35,ALG,2011,Australian Grand Prix,1,,,,,,1,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,
98,98,860,817,10,9,5,1,RIC,2012,Australian Grand Prix,1,,,,,,1,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,
99,99,860,817,10,9,5,22,RIC,2012,Australian Grand Prix,1,,,,,,1,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,
100,100,860,817,10,9,5,38,RIC,2012,Australian Grand Prix,1,,,,,,1,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,
101,101,860,818,11,11,5,19,VER,2012,Australian Grand Prix,1,,,,,,0,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,
102,102,860,818,11,11,5,37,VER,2012,Australian Grand Prix,1,,,,,,0,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,
103,103,880,818,13,12,5,9,VER,2013,Australian Grand Prix,1,,,,,,1,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,
104,104,880,818,13,12,5,24,VER,2013,Australian Grand Prix,1,,,,,,1,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,
105,105,880,818,13,12,5,44,VER,2013,Australian Grand Prix,1,,,,,,1,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,
106,106,926,832,7,9,5,24,SAI,2015,Australian Grand Prix,1,,,,,,-2,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,
107,107,948,832,7,9,5,8,SAI,2016,Australian Grand Prix,1,,,,,,-2,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,
108,108,948,832,7,9,5,18,SAI,2016,Australian Grand Prix,1,,,,,,-2,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,
109,109,948,832,7,9,5,31,SAI,2016,Australian Grand Prix,1,,,,,,-2,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,
110,110,948,830,5,10,5,13,VER,2016,Australian Grand Prix,1,,,,,,-5,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,
111,111,948,830,5,10,5,18,VER,2016,Australian Grand Prix,1,,,,,,-5,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,
112,112,948,830,5,10,5,32,VER,2016,Australian Grand Prix,1,,,,,,-5,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,
113,113,969,826,9,9,5,34,KVY,2017,Australian Grand Prix,1,,,,,,0,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,
114,114,969,826,9,9,5,49,KVY,2017,Australian Grand Prix,1,,,,,,0,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,
115,115,969,832,8,8,5,18,SAI,2017,Australian Grand Prix,1,,,,,,0,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,
116,116,989,843,16,15,5,1,HAR,2018,Australian Grand Prix,1,24.1,36.2,38.2,3.0,True,1,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,nan->SOFT
117,117,989,843,16,15,5,22,HAR,2018,Australian Grand Prix,1,24.1,36.2,38.2,3.0,True,1,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,SOFT->SOFT
118,118,1010,826,15,10,5,26,KVY,2019,Australian Grand Prix,1,23.2,72.2,42.9,0.9,False,5,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,MEDIUM->HARD
119,119,1010,848,13,14,5,14,ALB,2019,Australian Grand Prix,1,23.2,72.2,42.9,0.9,False,-1,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,SOFT->MEDIUM
120,120,900,818,6,8,5,12,VER,2014,Australian Grand Prix,1,,,,,,-2,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,
121,121,900,818,6,8,5,33,VER,2014,Australian Grand Prix,1,,,,,,-2,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,
122,122,900,826,8,9,5,12,KVY,2014,Australian Grand Prix,1,,,,,,-1,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,
123,123,900,826,8,9,5,36,KVY,2014,Australian Grand Prix,1,,,,,,-1,Toro Rosso,albert_park,Albert Park Grand Prix Circuit,
124,124,841,16,16,9,10,16,SUT,2011,Australian Grand Prix,1,,,,,,7,Force India,albert_park,Albert Park Grand Prix Circuit,
125,125,841,16,16,9,10,37,SUT,2011,Australian Grand Prix,1,,,,,,7,Force India,albert_park,Albert Park Grand Prix Circuit,
126,126,841,814,14,10,10,14,DIR,2011,Australian Grand Prix,1,,,,,,4,Force India,albert_park,Albert Park Grand Prix Circuit,
127,127,841,814,14,10,10,36,DIR,2011,Australian Grand Prix,1,,,,,,4,Force India,albert_park,Albert Park Grand Prix Circuit,
128,128,860,814,15,10,10,13,DIR,2012,Australian Grand Prix,1,,,,,,5,Force India,albert_park,Albert Park Grand Prix Circuit,
129,129,860,814,15,10,10,33,DIR,2012,Australian Grand Prix,1,,,,,,5,Force India,albert_park,Albert Park Grand Prix Circuit,
130,130,880,16,12,7,10,21,SUT,2013,Australian Grand Prix,1,,,,,,5,Force India,albert_park,Albert Park Grand Prix Circuit,
131,131,880,16,12,7,10,46,SUT,2013,Australian Grand Prix,1,,,,,,5,Force India,albert_park,Albert Park Grand Prix Circuit,
132,132,880,814,9,8,10,8,DIR,2013,Australian Grand Prix,1,,,,,,1,Force India,albert_park,Albert Park Grand Prix Circuit,
133,133,880,814,9,8,10,33,DIR,2013,Australian Grand Prix,1,,,,,,1,Force India,albert_park,Albert Park Grand Prix Circuit,
134,134,926,815,14,10,10,38,PER,2015,Australian Grand Prix,1,,,,,,4,Force India,albert_park,Albert Park Grand Prix Circuit,
135,135,926,807,13,7,10,21,HUL,2015,Australian Grand Prix,1,,,,,,6,Force India,albert_park,Albert Park Grand Prix Circuit,
136,136,926,807,13,7,10,44,HUL,2015,Australian Grand Prix,1,,,,,,6,Force India,albert_park,Albert Park Grand Prix Circuit,
137,137,948,815,9,13,10,16,PER,2016,Australian Grand Prix,1,,,,,,-4,Force India,albert_park,Albert Park Grand Prix Circuit,
138,138,948,815,9,13,10,18,PER,2016,Australian Grand Prix,1,,,,,,-4,Force India,albert_park,Albert Park Grand Prix Circuit,
139,139,948,807,10,7,10,16,HUL,2016,Australian Grand Prix,1,,,,,,3,Force India,albert_park,Albert Park Grand Prix Circuit,
140,140,948,807,10,7,10,18,HUL,2016,Australian Grand Prix,1,,,,,,3,Force India,albert_park,Albert Park Grand Prix Circuit,
141,141,969,815,10,7,10,17,PER,2017,Australian Grand Prix,1,,,,,,3,Force India,albert_park,Albert Park Grand Prix Circuit,
142,142,969,839,13,10,10,15,OCO,2017,Australian Grand Prix,1,,,,,,3,Force India,albert_park,Albert Park Grand Prix Circuit,
143,143,989,815,12,11,10,24,PER,2018,Australian Grand Prix,1,24.1,36.2,38.2,3.0,True,1,Force India,albert_park,Albert Park Grand Prix Circuit,ULTRASOFT->SOFT
144,144,989,839,14,12,10,23,OCO,2018,Australian Grand Prix,1,24.1,36.2,38.2,3.0,True,2,Force India,albert_park,Albert Park Grand Prix Circuit,ULTRASOFT->SOFT
145,145,900,815,16,10,10,1,PER,2014,Australian Grand Prix,1,,,,,,6,Force India,albert_park,Albert Park Grand Prix Circuit,
146,146,900,815,16,10,10,11,PER,2014,Australian Grand Prix,1,,,,,,6,Force India,albert_park,Albert Park Grand Prix Circuit,
147,147,900,815,16,10,10,32,PER,2014,Australian Grand Prix,1,,,,,,6,Force India,albert_park,Albert Park Grand Prix Circuit,
148,148,900,807,7,6,10,12,HUL,2014,Australian Grand Prix,1,,,,,,1,Force India,albert_park,Albert Park Grand Prix Circuit,
149,149,900,807,7,6,10,33,HUL,2014,Australian Grand Prix,1,,,,,,1,Force India,albert_park,Albert Park Grand Prix Circuit,
150,150,841,15,20,13,205,16,TRU,2011,Australian Grand Prix,1,,,,,,7,Lotus,albert_park,Albert Park Grand Prix Circuit,
151,151,841,15,20,13,205,37,TRU,2011,Australian Grand Prix,1,,,,,,7,Lotus,albert_park,Albert Park Grand Prix Circuit,
152,152,841,816,22,14,166,14,DAM,2011,Australian Grand Prix,1,,,,,,8,Virgin,albert_park,Albert Park Grand Prix Circuit,
153,153,841,816,22,14,166,38,DAM,2011,Australian Grand Prix,1,,,,,,8,Virgin,albert_park,Albert Park Grand Prix Circuit,
154,154,860,155,13,6,15,13,KOB,2012,Australian Grand Prix,1,,,,,,7,Sauber,albert_park,Albert Park Grand Prix Circuit,
155,155,860,155,13,6,15,36,KOB,2012,Australian Grand Prix,1,,,,,,7,Sauber,albert_park,Albert Park Grand Prix Circuit,
156,156,860,815,22,8,15,24,PER,2012,Australian Grand Prix,1,,,,,,14,Sauber,albert_park,Albert Park Grand Prix Circuit,
157,157,880,821,18,13,15,5,GUT,2013,Australian Grand Prix,1,,,,,,5,Sauber,albert_park,Albert Park Grand Prix Circuit,
158,158,880,821,18,13,15,27,GUT,2013,Australian Grand Prix,1,,,,,,5,Sauber,albert_park,Albert Park Grand Prix Circuit,
159,159,926,828,15,8,15,1,ERI,2015,Australian Grand Prix,1,,,,,,7,Sauber,albert_park,Albert Park Grand Prix Circuit,
160,160,926,828,15,8,15,26,ERI,2015,Australian Grand Prix,1,,,,,,7,Sauber,albert_park,Albert Park Grand Prix Circuit,
161,161,926,828,15,8,15,43,ERI,2015,Australian Grand Prix,1,,,,,,7,Sauber,albert_park,Albert Park Grand Prix Circuit,
162,162,926,831,10,5,15,25,NAS,2015,Australian Grand Prix,1,,,,,,5,Sauber,albert_park,Albert Park Grand Prix Circuit,
163,163,948,831,17,15,15,10,NAS,2016,Australian Grand Prix,1,,,,,,2,Sauber,albert_park,Albert Park Grand Prix Circuit,
164,164,948,831,17,15,15,18,NAS,2016,Australian Grand Prix,1,,,,,,2,Sauber,albert_park,Albert Park Grand Prix Circuit,
165,165,969,841,16,12,15,15,GIO,2017,Australian Grand Prix,1,,,,,,4,Sauber,albert_park,Albert Park Grand Prix Circuit,
166,166,989,844,18,13,15,20,LEC,2018,Australian Grand Prix,1,24.1,36.2,38.2,3.0,True,5,Sauber,albert_park,Albert Park Grand Prix Circuit,SUPERSOFT->SOFT
167,167,989,844,18,13,15,27,LEC,2018,Australian Grand Prix,1,24.1,36.2,38.2,3.0,True,5,Sauber,albert_park,Albert Park Grand Prix Circuit,SOFT->ULTRASOFT
168,168,900,16,13,11,15,35,SUT,2014,Australian Grand Prix,1,,,,,,2,Sauber,albert_park,Albert Park Grand Prix Circuit,
169,169,900,821,20,12,15,1,GUT,2014,Australian Grand Prix,1,,,,,,8,Sauber,albert_park,Albert Park Grand Prix Circuit,
170,170,900,821,20,12,15,30,GUT,2014,Australian Grand Prix,1,,,,,,8,Sauber,albert_park,Albert Park Grand Prix Circuit,
171,171,860,3,7,12,131,12,ROS,2012,Australian Grand Prix,1,,,,,,-5,Mercedes,albert_park,Albert Park Grand Prix Circuit,
172,172,860,3,7,12,131,31,ROS,2012,Australian Grand Prix,1,,,,,,-5,Mercedes,albert_park,Albert Park Grand Prix Circuit,
173,173,880,1,3,5,131,13,HAM,2013,Australian Grand Prix,1,,,,,,-2,Mercedes,albert_park,Albert Park Grand Prix Circuit,
174,174,880,1,3,5,131,31,HAM,2013,Australian Grand Prix,1,,,,,,-2,Mercedes,albert_park,Albert Park Grand Prix Circuit,
175,175,880,1,3,5,131,42,HAM,2013,Australian Grand Prix,1,,,,,,-2,Mercedes,albert_park,Albert Park Grand Prix Circuit,
176,176,926,1,1,1,131,25,HAM,2015,Australian Grand Prix,1,,,,,,0,Mercedes,albert_park,Albert Park Grand Prix Circuit,
177,177,926,3,2,2,131,26,ROS,2015,Australian Grand Prix,1,,,,,,0,Mercedes,albert_park,Albert Park Grand Prix Circuit,
178,178,948,1,1,2,131,16,HAM,2016,Australian Grand Prix,1,,,,,,-1,Mercedes,albert_park,Albert Park Grand Prix Circuit,
179,179,948,1,1,2,131,18,HAM,2016,Australian Grand Prix,1,,,,,,-1,Mercedes,albert_park,Albert Park Grand Prix Circuit,
180,180,948,3,2,1,131,12,ROS,2016,Australian Grand Prix,1,,,,,,1,Mercedes,albert_park,Albert Park Grand Prix Circuit,
181,181,948,3,2,1,131,18,ROS,2016,Australian Grand Prix,1,,,,,,1,Mercedes,albert_park,Albert Park Grand Prix Circuit,
182,182,969,1,1,2,131,17,HAM,2017,Australian Grand Prix,1,,,,,,-1,Mercedes,albert_park,Albert Park Grand Prix Circuit,
183,183,969,822,3,3,131,25,BOT,2017,Australian Grand Prix,1,,,,,,0,Mercedes,albert_park,Albert Park Grand Prix Circuit,
184,184,989,1,1,2,131,19,HAM,2018,Australian Grand Prix,1,24.1,36.2,38.2,3.0,True,-1,Mercedes,albert_park,Albert Park Grand Prix Circuit,ULTRASOFT->SOFT
185,185,989,822,15,8,131,25,BOT,2018,Australian Grand Prix,1,24.1,36.2,38.2,3.0,True,7,Mercedes,albert_park,Albert Park Grand Prix Circuit,ULTRASOFT->SUPERSOFT
186,186,1010,1,1,2,131,15,HAM,2019,Australian Grand Prix,1,23.2,72.2,42.9,0.9,False,-1,Mercedes,albert_park,Albert Park Grand Prix Circuit,SOFT->MEDIUM
187,187,1010,822,2,1,131,23,BOT,2019,Australian Grand Prix,1,23.2,72.2,42.9,0.9,False,1,Mercedes,albert_park,Albert Park Grand Prix Circuit,SOFT->MEDIUM
188,188,900,3,3,1,131,12,ROS,2014,Australian Grand Prix,1,,,,,,2,Mercedes,albert_park,Albert Park Grand Prix Circuit,
189,189,900,3,3,1,131,38,ROS,2014,Australian Grand Prix,1,,,,,,2,Mercedes,albert_park,Albert Park Grand Prix Circuit,
